state_name,state_median_income,rs_state_median_income,income,vote_rep
Ohio,72.2,-0.3589529887594117,1.5,0
Oregon,85.2,0.14482734897871252,-0.5,1
Kentucky,64.5,-0.6573459580350699,1.5,1
South Carolina,72.4,-0.35120252202497887,-2.5,0
Washington,99.4,0.6951104871234328,1.5,0
Oregon,85.2,0.14482734897871252,1.5,1
Missouri,71.6,-0.38220438896271003,-0.5,0
North Dakota,77.9,-0.13806468682808018,-0.5,1
Virginia,92.1,0.41221845131663964,2.5,0
Massachusetts,104.8,0.9043730889531149,1.5,0
South Carolina,72.4,-0.35120252202497887,1.5,0
Oregon,85.2,0.14482734897871252,0.5,0
Michigan,72.4,-0.35120252202497887,1.5,1
Virginia,92.1,0.41221845131663964,1.5,0
Wyoming,75.5,-0.23107028764127255,-2.5,1
Missouri,71.6,-0.38220438896271003,1.5,1
California,100.1,0.7222371206939469,1.5,0
Maryland,102.9,0.8307436549760048,-0.5,0
Wisconsin,77.5,-0.15356562029694576,1.5,0
Florida,77.7,-0.14581515356251296,-0.5,1
Massachusetts,104.8,0.9043730889531149,0.5,0
Missouri,71.6,-0.38220438896271003,0.5,1
South Carolina,72.4,-0.35120252202497887,0.5,1
Virginia,92.1,0.41221845131663964,-1.5,0
Maryland,102.9,0.8307436549760048,0.5,0
California,100.1,0.7222371206939469,1.5,0
Alabama,66.7,-0.5720908239563104,-0.5,1
Missouri,71.6,-0.38220438896271003,-1.5,1
Iowa,75.5,-0.23107028764127255,0.5,1
Wisconsin,77.5,-0.15356562029694576,1.5,1
North Carolina,74,-0.28919878814951766,0.5,1
Georgia,80,-0.05668478611653726,1.5,1
Iowa,75.5,-0.23107028764127255,-0.5,0
Tennessee,72,-0.3667034554938444,1.5,1
Tennessee,72,-0.3667034554938444,2.5,0
New York,85.8,0.16807874918201032,0.5,0
New York,85.8,0.16807874918201032,1.5,0
Kentucky,64.5,-0.6573459580350699,1.5,0
Michigan,72.4,-0.35120252202497887,1.5,1
Maryland,102.9,0.8307436549760048,1.5,0
South Carolina,72.4,-0.35120252202497887,-0.5,1
California,100.1,0.7222371206939469,0.5,0
Illinois,83.2,0.06732268163438572,-1.5,0
Oregon,85.2,0.14482734897871252,2.5,0
Georgia,80,-0.05668478611653726,-0.5,1
Arkansas,62.1,-0.750351558848262,0.5,0
Missouri,71.6,-0.38220438896271003,-1.5,0
Florida,77.7,-0.14581515356251296,-0.5,1
Wisconsin,77.5,-0.15356562029694576,1.5,0
Texas,79.7,-0.06831048621818617,-1.5,0
Arizona,81.5,0.0014437143917078365,1.5,0
Texas,79.7,-0.06831048621818617,2.5,0
California,100.1,0.7222371206939469,-0.5,1
Utah,96.7,0.5904791862085916,-0.5,1
Arizona,81.5,0.0014437143917078365,1.5,0
North Carolina,74,-0.28919878814951766,-1.5,1
Texas,79.7,-0.06831048621818617,1.5,1
Missouri,71.6,-0.38220438896271003,1.5,1
Illinois,83.2,0.06732268163438572,0.5,0
Georgia,80,-0.05668478611653726,1.5,0
Illinois,83.2,0.06732268163438572,-0.5,1
Illinois,83.2,0.06732268163438572,-0.5,0
Utah,96.7,0.5904791862085916,-1.5,1
Virginia,92.1,0.41221845131663964,-0.5,0
New York,85.8,0.16807874918201032,1.5,0
California,100.1,0.7222371206939469,-2.5,0
Pennsylvania,77.5,-0.15356562029694576,1.5,0
Utah,96.7,0.5904791862085916,1.5,1
Tennessee,72,-0.3667034554938444,0.5,0
Arizona,81.5,0.0014437143917078365,2.5,1
Pennsylvania,77.5,-0.15356562029694576,-2.5,0
North Carolina,74,-0.28919878814951766,-0.5,0
Virginia,92.1,0.41221845131663964,0.5,1
Texas,79.7,-0.06831048621818617,1.5,0
Wisconsin,77.5,-0.15356562029694576,2.5,0
Connecticut,96,0.5633525526380772,0.5,0
Missouri,71.6,-0.38220438896271003,-0.5,1
Minnesota,87.1,0.21845678295582263,-0.5,0
Washington,99.4,0.6951104871234328,2.5,0
Kentucky,64.5,-0.6573459580350699,1.5,0
Virginia,92.1,0.41221845131663964,0.5,0
Oregon,85.2,0.14482734897871252,1.5,0
Iowa,75.5,-0.23107028764127255,2.5,1
Colorado,97.1,0.6059801196774566,-0.5,0
Washington,99.4,0.6951104871234328,0.5,0
Texas,79.7,-0.06831048621818617,1.5,1
California,100.1,0.7222371206939469,1.5,0
New York,85.8,0.16807874918201032,2.5,0
Texas,79.7,-0.06831048621818617,1.5,0
Missouri,71.6,-0.38220438896271003,2.5,1
Arizona,81.5,0.0014437143917078365,-2.5,1
Washington,99.4,0.6951104871234328,-0.5,0
Kentucky,64.5,-0.6573459580350699,-0.5,0
New York,85.8,0.16807874918201032,-1.5,0
Texas,79.7,-0.06831048621818617,-0.5,0
Missouri,71.6,-0.38220438896271003,-1.5,1
Oregon,85.2,0.14482734897871252,-2.5,1
North Dakota,77.9,-0.13806468682808018,1.5,1
Ohio,72.2,-0.3589529887594117,0.5,0
Missouri,71.6,-0.38220438896271003,0.5,0
Illinois,83.2,0.06732268163438572,0.5,0
New Jersey,104.3,0.8849969221170332,2.5,0
Missouri,71.6,-0.38220438896271003,-0.5,1
Florida,77.7,-0.14581515356251296,0.5,0
Iowa,75.5,-0.23107028764127255,-0.5,0
California,100.1,0.7222371206939469,-0.5,1
Massachusetts,104.8,0.9043730889531149,2.5,1
California,100.1,0.7222371206939469,1.5,0
Washington,99.4,0.6951104871234328,1.5,0
California,100.1,0.7222371206939469,1.5,0
Connecticut,96,0.5633525526380772,-0.5,0
Utah,96.7,0.5904791862085916,-1.5,0
Iowa,75.5,-0.23107028764127255,0.5,1
Texas,79.7,-0.06831048621818617,-0.5,1
Missouri,71.6,-0.38220438896271003,-0.5,1
New York,85.8,0.16807874918201032,0.5,1
Utah,96.7,0.5904791862085916,1.5,0
Alabama,66.7,-0.5720908239563104,-0.5,1
California,100.1,0.7222371206939469,-0.5,1
Texas,79.7,-0.06831048621818617,0.5,1
Tennessee,72,-0.3667034554938444,-2.5,0
Wisconsin,77.5,-0.15356562029694576,0.5,1
Oregon,85.2,0.14482734897871252,0.5,1
Wisconsin,77.5,-0.15356562029694576,-0.5,0
Virginia,92.1,0.41221845131663964,2.5,1
Utah,96.7,0.5904791862085916,-0.5,0
Michigan,72.4,-0.35120252202497887,1.5,0
Texas,79.7,-0.06831048621818617,-2.5,0
South Carolina,72.4,-0.35120252202497887,-2.5,0
Missouri,71.6,-0.38220438896271003,-1.5,1
Texas,79.7,-0.06831048621818617,-1.5,0
Connecticut,96,0.5633525526380772,1.5,1
California,100.1,0.7222371206939469,2.5,0
Texas,79.7,-0.06831048621818617,0.5,1
Utah,96.7,0.5904791862085916,-0.5,0
California,100.1,0.7222371206939469,1.5,0
Iowa,75.5,-0.23107028764127255,1.5,0
Connecticut,96,0.5633525526380772,1.5,0
Washington,99.4,0.6951104871234328,1.5,0
Tennessee,72,-0.3667034554938444,1.5,1
Ohio,72.2,-0.3589529887594117,1.5,0
California,100.1,0.7222371206939469,0.5,1
Indiana,72,-0.3667034554938444,-1.5,1
Missouri,71.6,-0.38220438896271003,-0.5,0
Massachusetts,104.8,0.9043730889531149,1.5,0
New York,85.8,0.16807874918201032,1.5,0
Utah,96.7,0.5904791862085916,-1.5,0
Oregon,85.2,0.14482734897871252,-0.5,0
Missouri,71.6,-0.38220438896271003,-0.5,0
Utah,96.7,0.5904791862085916,-0.5,1
California,100.1,0.7222371206939469,1.5,0
Texas,79.7,-0.06831048621818617,-0.5,0
South Carolina,72.4,-0.35120252202497887,-0.5,0
Georgia,80,-0.05668478611653726,-0.5,0
Kentucky,64.5,-0.6573459580350699,0.5,1
Connecticut,96,0.5633525526380772,1.5,1
Oregon,85.2,0.14482734897871252,0.5,0
California,100.1,0.7222371206939469,0.5,1
Oregon,85.2,0.14482734897871252,1.5,0
Oregon,85.2,0.14482734897871252,2.5,0
Massachusetts,104.8,0.9043730889531149,-0.5,0
Tennessee,72,-0.3667034554938444,1.5,1
Alabama,66.7,-0.5720908239563104,-1.5,0
California,100.1,0.7222371206939469,1.5,0
South Carolina,72.4,-0.35120252202497887,1.5,1
Pennsylvania,77.5,-0.15356562029694576,-0.5,0
Alabama,66.7,-0.5720908239563104,-0.5,0
Florida,77.7,-0.14581515356251296,-0.5,1
Minnesota,87.1,0.21845678295582263,-1.5,0
Pennsylvania,77.5,-0.15356562029694576,1.5,0
Minnesota,87.1,0.21845678295582263,-0.5,1
Illinois,83.2,0.06732268163438572,1.5,0
Missouri,71.6,-0.38220438896271003,-0.5,1
Alabama,66.7,-0.5720908239563104,0.5,1
Missouri,71.6,-0.38220438896271003,1.5,0
South Carolina,72.4,-0.35120252202497887,-1.5,1
Oregon,85.2,0.14482734897871252,0.5,0
Illinois,83.2,0.06732268163438572,1.5,0
Utah,96.7,0.5904791862085916,0.5,1
Massachusetts,104.8,0.9043730889531149,1.5,0
Utah,96.7,0.5904791862085916,-1.5,1
Pennsylvania,77.5,-0.15356562029694576,-2.5,0
Missouri,71.6,-0.38220438896271003,-0.5,1
Arizona,81.5,0.0014437143917078365,0.5,0
Iowa,75.5,-0.23107028764127255,-0.5,1
Missouri,71.6,-0.38220438896271003,-2.5,0
California,100.1,0.7222371206939469,2.5,0
Missouri,71.6,-0.38220438896271003,1.5,1
California,100.1,0.7222371206939469,-1.5,0
Washington,99.4,0.6951104871234328,-0.5,1
Alabama,66.7,-0.5720908239563104,0.5,1
Wisconsin,77.5,-0.15356562029694576,0.5,1
Texas,79.7,-0.06831048621818617,-1.5,0
Oregon,85.2,0.14482734897871252,1.5,0
South Carolina,72.4,-0.35120252202497887,1.5,0
Illinois,83.2,0.06732268163438572,2.5,0
Connecticut,96,0.5633525526380772,1.5,1
Indiana,72,-0.3667034554938444,-2.5,0
Texas,79.7,-0.06831048621818617,1.5,1
California,100.1,0.7222371206939469,-2.5,1
Colorado,97.1,0.6059801196774566,-0.5,0
Ohio,72.2,-0.3589529887594117,1.5,0
Missouri,71.6,-0.38220438896271003,1.5,0
Indiana,72,-0.3667034554938444,-0.5,0
Tennessee,72,-0.3667034554938444,-0.5,0
Indiana,72,-0.3667034554938444,1.5,0
California,100.1,0.7222371206939469,1.5,0
Arkansas,62.1,-0.750351558848262,-1.5,1
Colorado,97.1,0.6059801196774566,1.5,0
Iowa,75.5,-0.23107028764127255,1.5,0
New York,85.8,0.16807874918201032,0.5,1
Texas,79.7,-0.06831048621818617,-2.5,1
New Jersey,104.3,0.8849969221170332,0.5,0
Massachusetts,104.8,0.9043730889531149,-0.5,0
Virginia,92.1,0.41221845131663964,-0.5,1
Connecticut,96,0.5633525526380772,1.5,1
Texas,79.7,-0.06831048621818617,0.5,1
Kentucky,64.5,-0.6573459580350699,0.5,1
Florida,77.7,-0.14581515356251296,1.5,0
New York,85.8,0.16807874918201032,-2.5,0
Georgia,80,-0.05668478611653726,-1.5,1
Tennessee,72,-0.3667034554938444,-2.5,1
Iowa,75.5,-0.23107028764127255,-2.5,1
Georgia,80,-0.05668478611653726,0.5,1
Ohio,72.2,-0.3589529887594117,-0.5,0
Indiana,72,-0.3667034554938444,-0.5,1
Kentucky,64.5,-0.6573459580350699,1.5,0
Alabama,66.7,-0.5720908239563104,2.5,1
Arkansas,62.1,-0.750351558848262,-2.5,1
California,100.1,0.7222371206939469,0.5,0
Arizona,81.5,0.0014437143917078365,-0.5,1
District of Columbia,109.7,1.0942595239467157,0.5,0
Pennsylvania,77.5,-0.15356562029694576,-2.5,1
Tennessee,72,-0.3667034554938444,1.5,0
Virginia,92.1,0.41221845131663964,0.5,1
Minnesota,87.1,0.21845678295582263,1.5,0
Michigan,72.4,-0.35120252202497887,1.5,0
Florida,77.7,-0.14581515356251296,1.5,0
South Carolina,72.4,-0.35120252202497887,1.5,1
Illinois,83.2,0.06732268163438572,-1.5,1
Texas,79.7,-0.06831048621818617,-0.5,1
Minnesota,87.1,0.21845678295582263,0.5,0
Oregon,85.2,0.14482734897871252,-1.5,1
Minnesota,87.1,0.21845678295582263,1.5,1
Utah,96.7,0.5904791862085916,-0.5,1
Missouri,71.6,-0.38220438896271003,1.5,1
Wisconsin,77.5,-0.15356562029694576,-0.5,0
Massachusetts,104.8,0.9043730889531149,1.5,0
Indiana,72,-0.3667034554938444,-0.5,1
Oregon,85.2,0.14482734897871252,-0.5,1
Florida,77.7,-0.14581515356251296,0.5,0
Oregon,85.2,0.14482734897871252,0.5,0
Indiana,72,-0.3667034554938444,1.5,1
Tennessee,72,-0.3667034554938444,-1.5,0
Massachusetts,104.8,0.9043730889531149,1.5,0
Missouri,71.6,-0.38220438896271003,-0.5,1
California,100.1,0.7222371206939469,1.5,0
Colorado,97.1,0.6059801196774566,1.5,1
Connecticut,96,0.5633525526380772,-1.5,0
Georgia,80,-0.05668478611653726,1.5,1
Texas,79.7,-0.06831048621818617,0.5,1
South Carolina,72.4,-0.35120252202497887,-2.5,1
Texas,79.7,-0.06831048621818617,-2.5,0
California,100.1,0.7222371206939469,-0.5,1
Georgia,80,-0.05668478611653726,1.5,1
Kentucky,64.5,-0.6573459580350699,1.5,1
Iowa,75.5,-0.23107028764127255,0.5,1
South Carolina,72.4,-0.35120252202497887,2.5,0
California,100.1,0.7222371206939469,1.5,0
Illinois,83.2,0.06732268163438572,-1.5,0
Oregon,85.2,0.14482734897871252,0.5,0
New York,85.8,0.16807874918201032,0.5,1
Oregon,85.2,0.14482734897871252,1.5,1
Connecticut,96,0.5633525526380772,1.5,1
Indiana,72,-0.3667034554938444,0.5,1
Washington,99.4,0.6951104871234328,1.5,1
Colorado,97.1,0.6059801196774566,2.5,0
Alabama,66.7,-0.5720908239563104,-1.5,0
Florida,77.7,-0.14581515356251296,-1.5,1
Wisconsin,77.5,-0.15356562029694576,1.5,1
Georgia,80,-0.05668478611653726,0.5,1
Oregon,85.2,0.14482734897871252,-1.5,0
Virginia,92.1,0.41221845131663964,-0.5,0
Alabama,66.7,-0.5720908239563104,1.5,1
New Jersey,104.3,0.8849969221170332,1.5,1
New York,85.8,0.16807874918201032,1.5,0
Texas,79.7,-0.06831048621818617,-0.5,1
Arkansas,62.1,-0.750351558848262,-0.5,1
Arizona,81.5,0.0014437143917078365,0.5,0
Connecticut,96,0.5633525526380772,1.5,1
Florida,77.7,-0.14581515356251296,-0.5,1
Georgia,80,-0.05668478611653726,-0.5,0
New Jersey,104.3,0.8849969221170332,1.5,0
North Dakota,77.9,-0.13806468682808018,0.5,1
Wisconsin,77.5,-0.15356562029694576,1.5,0
North Dakota,77.9,-0.13806468682808018,1.5,1
California,100.1,0.7222371206939469,1.5,0
Iowa,75.5,-0.23107028764127255,1.5,1
South Carolina,72.4,-0.35120252202497887,-0.5,0
Texas,79.7,-0.06831048621818617,-2.5,0
Oregon,85.2,0.14482734897871252,-0.5,0
New York,85.8,0.16807874918201032,0.5,1
Arkansas,62.1,-0.750351558848262,1.5,1
Minnesota,87.1,0.21845678295582263,-1.5,0
Alabama,66.7,-0.5720908239563104,0.5,1
Utah,96.7,0.5904791862085916,-0.5,1
Oregon,85.2,0.14482734897871252,2.5,0
Illinois,83.2,0.06732268163438572,1.5,0
New York,85.8,0.16807874918201032,1.5,0
Texas,79.7,-0.06831048621818617,-1.5,0
South Carolina,72.4,-0.35120252202497887,-1.5,1
Connecticut,96,0.5633525526380772,1.5,0
Utah,96.7,0.5904791862085916,1.5,1
Oregon,85.2,0.14482734897871252,1.5,0
Texas,79.7,-0.06831048621818617,-2.5,1
Florida,77.7,-0.14581515356251296,1.5,0
Minnesota,87.1,0.21845678295582263,-0.5,1
Missouri,71.6,-0.38220438896271003,1.5,1
Michigan,72.4,-0.35120252202497887,1.5,0
Oregon,85.2,0.14482734897871252,-1.5,0
Alabama,66.7,-0.5720908239563104,-2.5,0
Texas,79.7,-0.06831048621818617,0.5,0
Texas,79.7,-0.06831048621818617,1.5,0
California,100.1,0.7222371206939469,2.5,1
Connecticut,96,0.5633525526380772,1.5,1
New York,85.8,0.16807874918201032,0.5,0
Texas,79.7,-0.06831048621818617,1.5,1
Arizona,81.5,0.0014437143917078365,-1.5,0
Indiana,72,-0.3667034554938444,-0.5,0
Oregon,85.2,0.14482734897871252,1.5,1
Florida,77.7,-0.14581515356251296,0.5,1
Colorado,97.1,0.6059801196774566,1.5,0
Minnesota,87.1,0.21845678295582263,-2.5,1
Missouri,71.6,-0.38220438896271003,1.5,1
Texas,79.7,-0.06831048621818617,1.5,0
South Carolina,72.4,-0.35120252202497887,0.5,1
Tennessee,72,-0.3667034554938444,-1.5,0
Texas,79.7,-0.06831048621818617,-1.5,0
California,100.1,0.7222371206939469,1.5,0
Georgia,80,-0.05668478611653726,-0.5,1
Missouri,71.6,-0.38220438896271003,-1.5,1
Virginia,92.1,0.41221845131663964,0.5,1
Iowa,75.5,-0.23107028764127255,1.5,1
Colorado,97.1,0.6059801196774566,-1.5,1
Tennessee,72,-0.3667034554938444,-0.5,1
Oregon,85.2,0.14482734897871252,-0.5,1
Tennessee,72,-0.3667034554938444,-0.5,1
Pennsylvania,77.5,-0.15356562029694576,-0.5,0
North Carolina,74,-0.28919878814951766,1.5,1
Iowa,75.5,-0.23107028764127255,1.5,0
South Carolina,72.4,-0.35120252202497887,-0.5,1
Illinois,83.2,0.06732268163438572,1.5,1
Utah,96.7,0.5904791862085916,-1.5,1
Oregon,85.2,0.14482734897871252,-1.5,1
New York,85.8,0.16807874918201032,1.5,0
Arizona,81.5,0.0014437143917078365,1.5,1
California,100.1,0.7222371206939469,-2.5,0
Texas,79.7,-0.06831048621818617,-2.5,0
Minnesota,87.1,0.21845678295582263,1.5,1
California,100.1,0.7222371206939469,1.5,0
Utah,96.7,0.5904791862085916,1.5,0
Texas,79.7,-0.06831048621818617,-1.5,0
California,100.1,0.7222371206939469,-2.5,0
Oregon,85.2,0.14482734897871252,-0.5,0
Missouri,71.6,-0.38220438896271003,-0.5,0
Missouri,71.6,-0.38220438896271003,1.5,1
Indiana,72,-0.3667034554938444,-0.5,1
Iowa,75.5,-0.23107028764127255,-1.5,1
New York,85.8,0.16807874918201032,1.5,0
New York,85.8,0.16807874918201032,0.5,0
New York,85.8,0.16807874918201032,-2.5,0
California,100.1,0.7222371206939469,1.5,0
Alabama,66.7,-0.5720908239563104,1.5,1
Kentucky,64.5,-0.6573459580350699,0.5,0
Oregon,85.2,0.14482734897871252,1.5,0
Iowa,75.5,-0.23107028764127255,-1.5,1
Oregon,85.2,0.14482734897871252,1.5,0
New Jersey,104.3,0.8849969221170332,0.5,0
Michigan,72.4,-0.35120252202497887,-1.5,0
Oregon,85.2,0.14482734897871252,-1.5,0
Iowa,75.5,-0.23107028764127255,2.5,0
Georgia,80,-0.05668478611653726,-0.5,0
Virginia,92.1,0.41221845131663964,-1.5,1
Connecticut,96,0.5633525526380772,0.5,0
California,100.1,0.7222371206939469,0.5,0
Colorado,97.1,0.6059801196774566,-2.5,0
Minnesota,87.1,0.21845678295582263,-0.5,0
New Jersey,104.3,0.8849969221170332,0.5,0
Tennessee,72,-0.3667034554938444,0.5,1
